file_path,defects
src/transformers/modeling_utils.py,180
src/transformers/trainer.py,173
tests/test_modeling_common.py,106
src/transformers/generation/utils.py,92
src/transformers/models/llama/modeling_llama.py,65
tests/generation/test_utils.py,57
src/transformers/training_args.py,55
src/transformers/tokenization_utils_base.py,51
tests/models/whisper/test_modeling_whisper.py,50
src/transformers/models/whisper/modeling_whisper.py,46
src/transformers/models/mistral/modeling_mistral.py,44
src/transformers/models/qwen2_vl/modeling_qwen2_vl.py,43
src/transformers/utils/import_utils.py,43
src/transformers/models/mixtral/modeling_mixtral.py,42
tests/trainer/test_trainer.py,42
src/transformers/cache_utils.py,41
src/transformers/models/gemma/modeling_gemma.py,37
src/transformers/testing_utils.py,34
src/transformers/models/qwen2_5_vl/modeling_qwen2_5_vl.py,33
src/transformers/models/falcon/modeling_falcon.py,33
src/transformers/models/gpt_neox/modeling_gpt_neox.py,31
src/transformers/models/qwen2_moe/modeling_qwen2_moe.py,31
src/transformers/integrations/integration_utils.py,29
src/transformers/models/qwen2_5_omni/modular_qwen2_5_omni.py,28
src/transformers/models/qwen2/modeling_qwen2.py,28
utils/check_docstrings.py,28
src/transformers/models/persimmon/modeling_persimmon.py,28
src/transformers/models/phi/modeling_phi.py,28
src/transformers/models/paligemma/modeling_paligemma.py,27
src/transformers/models/llava/modeling_llava.py,27
src/transformers/models/starcoder2/modeling_starcoder2.py,26
src/transformers/models/speecht5/modeling_speecht5.py,26
src/transformers/models/jetmoe/modeling_jetmoe.py,26
src/transformers/models/phi3/modeling_phi3.py,26
src/transformers/models/gemma2/modeling_gemma2.py,26
src/transformers/utils/quantization_config.py,26
src/transformers/models/cohere/modeling_cohere.py,26
src/transformers/models/vipllava/modeling_vipllava.py,25
src/transformers/models/jamba/modeling_jamba.py,25
src/transformers/models/llava_next/modeling_llava_next.py,25
src/transformers/models/whisper/generation_whisper.py,25
src/transformers/models/gemma3/modeling_gemma3.py,25
src/transformers/models/qwen2_5_omni/modeling_qwen2_5_omni.py,25
src/transformers/models/gpt_bigcode/modeling_gpt_bigcode.py,24
tests/models/mistral/test_modeling_mistral.py,24
src/transformers/models/opt/modeling_opt.py,24
tests/models/llama/test_modeling_llama.py,24
src/transformers/generation/logits_process.py,24
src/transformers/models/olmo/modeling_olmo.py,23
tests/models/llava/test_modeling_llava.py,23
tests/utils/test_modeling_utils.py,23
.circleci/create_circleci_config.py,23
src/transformers/models/gptj/modeling_gptj.py,22
src/transformers/models/mllama/modeling_mllama.py,22
src/transformers/modeling_flash_attention_utils.py,22
src/transformers/pipelines/base.py,22
src/transformers/models/qwen2_5_vl/modular_qwen2_5_vl.py,22
src/transformers/models/aria/modeling_aria.py,22
src/transformers/utils/hub.py,22
src/transformers/configuration_utils.py,22
src/transformers/models/switch_transformers/modeling_switch_transformers.py,21
src/transformers/processing_utils.py,21
src/transformers/models/chameleon/modeling_chameleon.py,21
src/transformers/models/musicgen/modeling_musicgen.py,21
src/transformers/utils/generic.py,21
src/transformers/models/stablelm/modeling_stablelm.py,21
src/transformers/models/idefics/modeling_idefics.py,21
src/transformers/models/llava_next_video/modeling_llava_next_video.py,21
src/transformers/models/seamless_m4t/modeling_seamless_m4t.py,20
src/transformers/models/gpt2/modeling_gpt2.py,20
src/transformers/models/nemotron/modeling_nemotron.py,20
src/transformers/models/bloom/modeling_bloom.py,20
src/transformers/models/gpt_neo/modeling_gpt_neo.py,20
src/transformers/models/idefics2/modeling_idefics2.py,20
src/transformers/models/mbart/modeling_mbart.py,19
src/transformers/models/phimoe/modeling_phimoe.py,19
utils/notification_service.py,19
src/transformers/models/bart/modeling_bart.py,19
tests/pipelines/test_pipelines_automatic_speech_recognition.py,19
src/transformers/pipelines/automatic_speech_recognition.py,19
tests/models/blip_2/test_modeling_blip_2.py,19
src/transformers/models/blip_2/modeling_blip_2.py,19
src/transformers/pipelines/__init__.py,19
src/transformers/models/wav2vec2/modeling_wav2vec2.py,19
utils/modular_model_converter.py,18
src/transformers/models/gemma3/modular_gemma3.py,18
src/transformers/models/video_llava/modeling_video_llava.py,18
src/transformers/dynamic_module_utils.py,18
src/transformers/models/mask2former/modeling_mask2former.py,17
src/transformers/models/deformable_detr/modeling_deformable_detr.py,17
src/transformers/models/bark/modeling_bark.py,17
tests/models/paligemma/test_modeling_paligemma.py,17
src/transformers/models/blip/modeling_blip.py,17
src/transformers/models/moshi/modeling_moshi.py,17
src/transformers/models/mt5/modeling_mt5.py,17
src/transformers/models/t5/modeling_t5.py,17
src/transformers/generation/configuration_utils.py,17
src/transformers/models/granitemoe/modeling_granitemoe.py,17
tests/models/instructblip/test_modeling_instructblip.py,17
src/transformers/models/emu3/modeling_emu3.py,17
src/transformers/models/clap/modeling_clap.py,17
src/transformers/modeling_tf_utils.py,17
tests/test_tokenization_common.py,17
src/transformers/models/dbrx/modeling_dbrx.py,16
src/transformers/utils/__init__.py,16
src/transformers/models/bamba/modeling_bamba.py,16
utils/tests_fetcher.py,16
src/transformers/models/clip/modeling_clip.py,16
src/transformers/models/llava_onevision/modeling_llava_onevision.py,16
src/transformers/models/mimi/modeling_mimi.py,16
src/transformers/models/xglm/modeling_xglm.py,16
tests/models/llava_next/test_modeling_llava_next.py,16
src/transformers/models/glm/modeling_glm.py,16
src/transformers/models/longt5/modeling_longt5.py,16
src/transformers/models/siglip/modeling_siglip.py,16
src/transformers/models/bigbird_pegasus/modeling_bigbird_pegasus.py,16
src/transformers/models/pix2struct/modeling_pix2struct.py,16
src/transformers/models/nllb_moe/modeling_nllb_moe.py,15
src/transformers/models/musicgen_melody/modeling_musicgen_melody.py,15
src/transformers/models/diffllama/modeling_diffllama.py,15
src/transformers/models/llama4/modeling_llama4.py,15
tests/models/sam/test_modeling_sam.py,15
src/transformers/integrations/tensor_parallel.py,15
src/transformers/models/m2m_100/modeling_m2m_100.py,15
src/transformers/modeling_gguf_pytorch_utils.py,15
setup.py,15
src/transformers/models/speech_to_text/modeling_speech_to_text.py,15
tests/models/speecht5/test_modeling_speecht5.py,15
src/transformers/models/codegen/modeling_codegen.py,15
tests/models/wav2vec2/test_modeling_wav2vec2.py,15
src/transformers/models/blenderbot/modeling_blenderbot.py,14
src/transformers/generation/tf_utils.py,14
tests/deepspeed/test_deepspeed.py,14
src/transformers/models/seamless_m4t_v2/modeling_seamless_m4t_v2.py,14
src/transformers/models/granite/modeling_granite.py,14
tests/models/qwen2/test_modeling_qwen2.py,14
src/transformers/models/gpt_neox_japanese/modeling_gpt_neox_japanese.py,14
tests/models/gemma/test_modeling_gemma.py,14
src/transformers/models/rt_detr/modeling_rt_detr.py,14
src/transformers/models/llava_next_video/modular_llava_next_video.py,14
src/transformers/models/marian/modeling_marian.py,14
src/transformers/models/blip/modeling_blip_text.py,14
src/transformers/__init__.py,14
src/transformers/models/cohere2/modeling_cohere2.py,14
src/transformers/models/auto/tokenization_auto.py,14
tests/quantization/ggml/test_ggml.py,14
tests/models/mixtral/test_modeling_mixtral.py,14
src/transformers/models/olmoe/modeling_olmoe.py,14
src/transformers/models/imagegpt/modeling_imagegpt.py,14
src/transformers/models/detr/image_processing_detr.py,14
src/transformers/models/udop/modeling_udop.py,13
tests/models/gpt2/test_modeling_gpt2.py,13
src/transformers/models/gemma2/modular_gemma2.py,13
src/transformers/models/sam/modeling_sam.py,13
tests/pipelines/test_pipelines_common.py,13
src/transformers/models/aria/modular_aria.py,13
src/transformers/models/deta/modeling_deta.py,13
src/transformers/models/mamba/modeling_mamba.py,13
tests/quantization/bnb/test_mixed_int8.py,13
src/transformers/utils/fx.py,13
src/transformers/generation/candidate_generator.py,13
tests/models/qwen2_vl/test_modeling_qwen2_vl.py,13
src/transformers/models/auto/configuration_auto.py,13
src/transformers/models/unispeech_sat/modeling_unispeech_sat.py,13
src/transformers/models/instructblip/modeling_instructblip.py,13
tests/peft_integration/test_peft_integration.py,13
src/transformers/models/unispeech/modeling_unispeech.py,12
src/transformers/models/hubert/modeling_hubert.py,12
src/transformers/image_utils.py,12
src/transformers/models/sew_d/modeling_sew_d.py,12
examples/pytorch/token-classification/run_ner_no_trainer.py,12
src/transformers/models/llama/tokenization_llama.py,12
src/transformers/convert_slow_tokenizer.py,12
src/transformers/tokenization_utils_fast.py,12
src/transformers/generation/flax_utils.py,12
src/transformers/models/zamba/modeling_zamba.py,12
tests/models/qwen2_5_vl/test_modeling_qwen2_5_vl.py,12
src/transformers/models/glm4v/modeling_glm4v.py,12
examples/pytorch/language-modeling/run_clm_no_trainer.py,12
tests/models/llava_next_video/test_modeling_llava_next_video.py,12
examples/pytorch/multiple-choice/run_swag_no_trainer.py,12
src/transformers/models/helium/modeling_helium.py,12
src/transformers/models/git/modeling_git.py,12
src/transformers/models/yolos/image_processing_yolos.py,12
